133,people must have a passport to travel abroad,people must have a driver's license to travel abroad,1,1
134,it is snowy and very hot outside,it is snowy and very cold outside,0,0
135,the car stops at the green light,the car stops at the red light,0,0
136,people put on clothes when they feel cold,people take off clothes when they feel cold,1,1
140,i buy a toy for my small brother for a shell,i buy a toy for my small brother for a dollar,0,0
142,it is a pity that she only comes the second in the competition,it is a pity that she only comes the first in the competition,1,1
148,they sleep in a hotel while camping in the forest,they sleep in a tent while camping in the forest,0,0
150,Mongolia is mass surrounded by water,the UK is mass surrounded by water,0,0
152,Tim buys a lock to prevent his bike from being stolen,Tim buys a pair of socks to prevent his bike from being stolen,1,1
154,the Titanic struck an iceberg and sank,the Titanic struck a life buoy and sank,1,1
155,he paints the ceiling with cola,he paints the ceiling with paints,0,0
156,she writes to her pen pal because they cannot meet each other,she writes to her pen pal because they meet each other every day,1,1
158,pumpkins can be made into delicious dishes for people to eat,pumpkins can be made into carriages for people to ride on,1,1
159,she is cut by a knife accidentally,she is cut by a carpet accidentally,1,1
160,i use scissors to cut paper cuts,i use pencils to cut paper cuts,1,1
162,Tony gives his girlfriend chocolates to propose,Tony gives his girlfriend chocolates to break up,1,1
167,the dog sits there without even a woof,the dog sits there without even a mew,1,1
170,he writes his homework on the dew,he writes his homework on the notebook,0,0
171,a rabbit likes eating meat,a rabbit likes eating carrots,0,0
172,the lake will be frozen in winter,the lake will be frozen in summer,1,1
177,i begin walking as soon as the light turns green,i begin walking as soon as the light turns purple,1,1
185,French fries are made of potatoes,French fries are made of oranges,1,1
191,Maria coughs when she breathes in fresh air,Maria coughs when she breathes in haze,0,0
193,I graduated from college at the age of 22,I graduated from college at the age of 3,1,1
196,I went underwater and held my breath,I went underwater and took a deep breath,1,1
197,Dogs can feed blood to their young ones,Dogs can feed milk to their young ones,0,0
199,Jack can read books before learning basic words,Jack can read books after learning basic words,0,0
200,Kids fly kites in a windless day,Kids fly kites in a windy day,0,0
202,Jason put a tea bag into his cup to make a cup of coffee,Jason put a tea bag into his cup to make a cup of tea,0,0
205,"Saying ""Goodbye"", he walked out of the classroom and went home","Saying ""Hello"", he walked out of the classroom and went home",1,1
210,I closed my mouth against the bright light,I closed my eyes against the bright light,0,0
211,My heart beats slower when I quicken my pace,My heart beats faster when I quicken my pace,0,0
212,Bob plays basketball with his cute dog,Bob plays frisbee with his cute dog,0,0
213,Fitz uses a pen to open the lock,Fitz uses a key to open the lock,0,0
215,Eric told a lie and his mother praised him,Eric told a lie and his mother scolded him,0,0
216,Henry flew to the USA sitting in a car,Henry flew to the USA sitting in an airplane,0,0
217,Carter opened the window of the airplane to get some fresh air,Carter opened the ventilator of the airplane to get some fresh air,0,0
218,"On my birthday, we lighted up birthday candles for celebration","On my birthday, we lighted up birthday cakes for celebration",1,1
222,Jenny ordered a hot dog in a pet store,Jenny ordered a hot dog in a restaurant,0,0
225,She boiled the egg and the egg turned into liquid,She boiled the egg and the egg turned into solid,0,0
227,"In the dark, I turn on the light to read a book","In the dark, I turn off the light to read a book",1,1
228,Atlantic is the biggest continent in the world,Asia is the biggest continent in the world,0,0
230,Riko drops a steel cup from the desk and the cup breaks into pieces,Riko drops a glass cup from the desk and the cup breaks into pieces,0,0
231,Human will starve to death without eating,Human will get eventually out of power if they are unplugged,1,1
233,Max stays close to the campfire to keep warm,Max stays close to the campfire to keep cool,1,1
234,Chloe got distracted when she was bored,Chloe got concentrated when she was bored,1,1
235,He got a cold and coughed from time to time,He got a cold and laughed from time to time,1,1
236,Mark ate a big bitter cherry pie,Mark ate a big sweet cherry pie,0,0
241,Eric stalled for a while so we ended up late,Eric stalled for a while so we ended up early,1,1
243,My friend is cooking a meal on a stove,My friend is cooking a meal on a stone,1,1
246,Mike drank too much wine so he feels sleepy now,Mike drank too much wine so he feels sober now,1,1
247,My mother went to a dentist to check her teeth,My mother went to an artist to check her teeth,1,1
248,Mike cried after hearing an interesting joke,Mike laughed after hearing an interesting joke,0,0
251,It is dark outside because it is ten am,It is dark outside because it is one am,0,0
252,Harry was terrified because of the nightmare,Harry was relaxed because of the nightmare,1,1
253,Astrid kissed him out of pure love,Astrid kissed him out of pure hatred,1,1
254,His son took the school bus to go to school,His son took the school bus to go to work,1,1
256,Society demands reward for criminals,Society demands penalty for criminals,0,0
258,People can buy apples at a fruit shop,People can buy potatoes at a fruit shop,1,1
259,I should take off my trousers when swimming,I should take off my underpants when swimming,1,1
262,If you feel cool you may sweat,If you feel hot you may sweat,0,0
263,I go to school for playing the computer game,I go to school for learning,0,0
266,I see a student chatting with my son,I see a mute chatting with my son,1,1
267,a deaf person took part in a concert,an elegant woman took part in a concert,0,0
268,I see a cripple running,I see a man running,0,0
271,I go to school with a laptop,I go to school with a desktop computer,1,1
273,I travel to the united states by plane,I travel to the united states by rocket,1,1
278,a snowman will exist forever,a snowman won't exist forever,0,0
279,I like his toy so I can grab it,I like his toy but I can't grab it,0,0
281,teachers can help you do homework,flowers can help you do homework,1,1
283,we should take the ice when we catch a cold,we should take medicine when we catch a cold,0,0
286,we can eat dirt,we can't eat dirt,0,0
287,mobile phones don't need charging,mobile phones need charging,0,0
288,if we are going to be late we should walk,if we are going to be late we should run,0,0
289,you can go to the moon by rocket,you can go to the moon by subway,1,1
290,I see a boy playing a computer,I see a dog playing a computer,1,1
291,we have a snowball fight in winter,we have an ice ball fight in winter,1,1
292,milk is made by chicken,milk is made by cow,0,0
298,"To get a service or good, you don't have to pay money","To get a service or good, you should pay money",0,0
299,Cancer is a disease,Cancer can bring happiness to us,1,1
300,people can feel pain,people can only feel happiness,1,1
301,Fish can live in a land without water,Fish need water to live,0,0
303,Everyone lives in the country,Some people live in the country,0,0
304,People are able to cheat,people are only able to be honest,1,1
305,If you want to dig a hole then you should use a shovel,If you want to dig a hole then you should use the spoon,1,1
311,A puzzle can be solved easily,A puzzle is a challenge,0,0
316,A person doesn't want moldy bread,A person want moldy bread,1,1
318,Planes are almost made of gold,Planes are almost made of aluminum,0,0
319,you can find aliens in a zoo,you can find zebras in a zoo,0,0
320,You would sleep because you want to rest,You would dance because you want to rest,1,1
321,If you want to go to school then you should pay your fees,If you want to go to work then you should pay your fees,1,1
323,My dad's dad is my grandma,My dad's dad is my grandpa,0,0
324,Eating is an emotion between people,Love is an emotion between people,0,0
325,we can buy fresh fruits and vegetables from a Coffee shop,we can buy fresh fruits and vegetables from a grocer,0,0
326,You are likely to find a folder in a drawer,You are likely to find a cake in a drawer,1,1
327,most birds include penguins can fly,most birds other than penguins can fly,0,0
333,we wear thick clothes in winter,we wear thin clothes in winter,1,1
335,I lie on a hamburger in my room,I eat a hamburger in my room,0,0
337,people plant seeds and then harvest fruits,people can harvest fruits without planting seeds,1,1
338,people will get dry while taking a shower,people will get wet while taking a shower,0,0
344,I should sleep at night,I should study during whole night,1,1
350,I saw an island on land.,I saw an island in the sea.,0,0
352,We cut down trees to protect the environment,We plant trees to protect the environment,0,0
353,People hate diseases.,People like diseases.,1,1
354,My brother is my family member,My friend is my family member,1,1
357,We communicate in the same language,We communicate in different languages,1,1
359,I saw a man wearing glasses of two lens.,I saw a man wearing glasses of three lens,1,1
362,I will find a job if I need money,I will quit my job if I need money,1,1
363,I am unhappy because I am poor,I am happy because I am poor,1,1
364,I like cakes because I like salty food,I like cakes because I have a sweet tooth,0,0
365,He walks faster than the driving car.,He walks more slowly than the driving car,0,0
366,today I will go to the amusement park to see elephants.,today I will go to the zoo to see the elephants,0,0
368,"She likes flowers, so I send her roses.","She doesn't like flowers, so I send her roses.",1,1
373,I drink coffee before I go to bed.,I drink milk before I go to bed.,0,0
374,He is a hunter afraid of little animals.,He is a hunter of hunting animals,0,0
375,I use computers to play computer games.,I use calculators to play computer games.,1,1
378,If you want to take a walk then you should wear shoes,If you want to take a walk then you should wear a hat,1,1
381,I should learn math in my school,I should play games at my school,1,1
383,you may always find a computer user in a wine bar,You may find a computer user in a computer lab,0,0
384,people can surf on the water.,people usually sleep on the water.,1,1
386,Pushing a bike requires much strength,Pushing a car requires much strength,0,0
392,A child will be a child forever,A child can become an adult,0,0
396,If you want to read a book then you should get it from the library,If you want to read a book then you should get it from the restaurant,1,1
398,Something that might happen when you diminish your own hunger is eat,Something that might happen when you diminish your own hunger is taking exercise,1,1
401,a person is anxious for undesired things,A person doesn't want undesired things,0,0
402,You are likely to find a grape in a fruit bowl,You are likely to find a potato in a fruit bowl,1,1
405,He took the paper out of the printer and printed it,He put the paper in the printer and printed it,0,0
410,He was very energetic because he stayed up late last night,He was very tired because he stayed up late last night,0,0
411,he goes to the cinema to watch animals,he goes to the cinema to watch movies,0,0
412,students usually play their mobile phones in class time,students usually listen to their teachers in class time,0,0
413,We make cakes with butter and wood,We make cakes with butter and fruit,0,0
416,Cowardly people hate horror movies,Cowardly people love horror movies,1,1
417,People usually fly in the sky,People usually walk in the land,0,0
418,He washes clothes in a washing machine,He washes potatoes in a washing machine,1,1
420,People like to wear wet clothes,People like to wear dry clothes,0,0
422,People can read books in the library,People can speak loudly in the library,1,1
424,human can't live on the sun,human can live on the sun,1,1
426,You might feel irritated when you're stuck in traffic,You might feel happy when you're stuck in traffic,1,1
430,Fireflies can make light,Fireflies are usually annoying,1,1
434,Breathing through the nose is healthy,Breathing through the mouse is healthy,1,1
435,You can't eat sprouted potatoes,you can eat sprouted potatoes,1,1
436,Waste batteries can be thrown away at will,Waste batteries can't be thrown away at will,0,0
439,children need eight hours of sleep every day,children need four hours of sleep every day,1,1
443,Westerners like the number thirteen,Westerners hate the number thirteen,0,0
445,children need to drink milk before going to school,children need to drink beer before going to school,1,1
446,I play football every day because I love playing football,I play football every day because I love playing computer games,1,1
450,"In the evening, I will eat dinner","In the evening, I will eat breakfast",1,1
451,"I am tired, so I need to go to work","I am tired, so I need to go to bed",0,0
452,birds live in the ocean,birds live in forests,0,0
453,there are different kinds of trees in the ocean,there are different kinds of trees in the forest,0,0
457,I work hard so I fail the exam finally,I work hard so I pass the exam finally,0,0
460,I get up too early so I will be late for school,I get up too late so I will be late for school,0,0
461,I am hungry now so I am going to a restaurant,I am hungry now so I am going to a hospital,1,1
466,he often listens to the video,he often listens to the music,0,0
467,there is a blackboard in the front of the classroom,there is a sea in the front of the classroom,1,1
469,he uses a bamboo basket to fetch water,he uses a bottle to fetch water,0,0
471,He cut metal with scissors,he cut the paper with scissors,0,0
475,we hear thunder first in thunderstorm days,we see lightning first in thunderstorm days,0,0
477,some birds are flying in the sky,some fish are flying in the sky,1,1
478,he built a snowman on a winter day,he built a snowman on a summer day,1,1
479,most plants provide carbon dioxide for the human,most plants provide oxygen for the human,0,0
484,African skin is mostly black,African skin is mostly white,1,1
486,Goldfish usually sleep with their eyes closed,Goldfish usually sleep with their eyes open,0,0
488,All animals are active in winter,Some animals hibernate,0,0
490,The fish is sweet,The fish is fishy,0,0
496,The seawater is blue,The seawater is colorless and transparent,0,0
497,Mineral water is drinkable,Seawater is drinkable,1,1
500,Cats generally like to eat vegetables,Cats usually like fish,0,0
505,Paralympic Games are for the disabled,The Olympic Games for the disabled,1,1
508,I am born in China so I am Chinese,I am born in Japan so I am Chinese,1,1
509,humans walk with four legs,humans walk with two legs,0,0
511,sea water is sweet,sea water is salty,0,0
512,If you want to go on the internet then you should buy a computer,If you want to go on the internet then you should buy a book,1,1
514,we can judge whether one can buy a beer by his age,we can judge whether one can buy a beer by his height,1,1
515,Peace brings suffering,War brings suffering,0,0
518,a pig can lay eggs,a bird can lay eggs,0,0
520,Raincoats are used on rainy days,Raincoats are used on sunny days,1,1
523,we develop our friendship by chatting with each other,we develop our friendship by fighting with each other,1,1
525,I sang at the party,I study at the party,1,1
526,The south pole is very hot,The south pole is very cold,0,0
529,I talk to English native speakers to improve my English speaking,I talk to Chinese native speakers to improve my English speaking,1,1
531,I run every day to exercise,I sleep every day to exercise,1,1
533,Comedy makes me laugh,Tragedy makes me laugh,1,1
535,I am rich so I can buy a Lamborghini,I am poor so I can buy a Lamborghini,1,1
536,snakes are able to swim,snakes are able to fly,1,1
537,the paper is made from wood,the paper is made from soil,1,1
538,we use soap to clean our hair,we use shampoo to clean our hair,0,0
540,we often wear a scarf in the summer,we often wear a scarf in the winter,0,0
541,A student will be sad if he doesn't pass the exam,A student will die if he doesn't pass the exam,1,1
547,Sometimes people put gloves on their hands,Sometimes people put shoes on their hands,1,1
548,"When you are near-sighted, you can't see things near at hand","When you are near-sighted, you can't see things far away",0,0
556,People usually don't use pillows when they sleep,People usually use pillows when they sleep,0,0
557,People usually use tableware when they eat,People usually don't use tableware when they eat,1,1
558,people bath in the bathroom,people eat their lunch in the bathroom,1,1
559,People usually wash their hair with shampoo,People usually wash their hair with toothpaste,1,1
561,People usually sit in chairs,People usually lie on chairs,1,1
563,Men usually use lipstick,Women usually use lipstick,0,0
564,Vegetarian usually like eating meat,Vegetarian usually don't eat meat,0,0
567,People usually eat the peel of the watermelon,People usually eat the flesh of the watermelon,0,0
568,Everyone can eat peanuts,Most people can eat peanuts,0,0
571,People can't take drugs at will,People can take drugs at will,1,1
572,Hens can give birth to chickens directly,Hens can't give birth to chickens directly,0,0
574,Students should do homework,Students shouldn't do homework,1,1
577,anyone can be a Marathoner,only the male can be a Marathoner,1,1
580,We can hurt others at will,We can't hurt others at will,0,0
581,All oranges are sweet,all oranges are fruits,0,0
583,A chair usually has four legs,A chair usually has three legs,1,1
584,Many people drink coffee to refresh themselves,Many people drink coffee to sleep,1,1
588,Poor sleep can lead to high energy levels,Poor sleep can lead to lethargy,0,0
590,I take an ax to cut wood,I take a sickle to cut wood,1,1
592,The sun ceases to shine at night,The sun shines all the time,0,0
595,You can use the air conditioner without electricity,You can't use the air conditioner without electricity,0,0
596,Most people don't need friends,Most people have friends,0,0
598,You can find two identical leaves,You can't find two identical leaves,0,0
601,You can drive on the highway without a driving license,You can't drive on the highway without driving license,0,0
602,You can find the Eiffel Tower in France,You can find the statue of liberty in France,1,1
603,People don't need to wear clothes,People need to wear clothes,0,0
604,Most people forget things sometimes,Most people don't forget things anytime,1,1
605,Ugly boys are more likely to find girlfriends,Handsome boys are more likely to find girlfriends,0,0
606,When we get sick we go to school,When we get sick we go to the hospital,0,0
607,"When we want to listen to the song, we can use a USB plate",When we want to listen to the song we can use an mp3,0,0
609,Fire is common in the sea,Water is common in the sea,0,0
610,People who are allergic to potatoes can eat chips,People who are allergic to potatoes can't eat chips,0,0
613,"When something breaks, we can glue them with water","When something breaks, we can glue them with glue",0,0
618,apple juice is made of bananas,apple juice is made of apples,0,0
623,the sky is black in the evening,the sky is blue in the evening,1,1
625,My hair is too short so I need a haircut,My hair is too long so I need a haircut,0,0
627,I'm grazing tigers,I'm grazing cows,0,0
628,Working all day is very tiring,Working all day is very relaxing,1,1
630,Something you find at the airport is an airplane,Something you find at the airport is a ship,1,1
633,I will confirm my email through my computer,I will confirm my email through my radio,1,1
637,I like European culture because I traveled to Canada last year,I like European culture because I traveled to England last year,0,0
638,The last thing you do when you visit a museum is buying a ticket,The first thing you do when you visit a museum is buying a ticket,0,0
644,a joke can make you laugh,a joke can make you cry,1,1
646,The snow is wet,The snow is dry,1,1
647,The desert is lack of water,The desert is full of water,1,1
648,the universe is very small,the universe is very large,0,0
650,Time is changing,Time is static,1,1
651,The car is driving slowly on the highway,The car is driving fast on the highway,0,0
654,Children can play with guns,Children can't play with guns,0,0
655,Eating too much often makes people fat,Eating too much often makes people thin,1,1
656,Music is usually loved by people,Music is usually hated by people,1,1
659,We can visit the website through books,We can visit websites through computers,0,0
662,We can buy human in the supermarket,We can buy snacks in the supermarket,0,0
663,Humans usually hate viruses,Humans usually like viruses,1,1
665,people usually need to sleep,people usually don't need to sleep,1,1
671,People usually hold umbrellas on cloudy days,People usually hold umbrellas on rainy days,0,0
674,People will go to doctors when they get sick,People won't go to doctors when they get sick,1,1
679,Dogs can help police search for drugs,cats can help police search for drugs,1,1
685,We can't see salt in water,We can see salt in water,1,1
687,we can see blood in human's wounds,we cannot see blood in human's wounds,1,1
688,People usually put their quilts in bed,People usually put their quilts in the kitchen,1,1
689,sheepherders usually feed sheep with meat,sheepherders usually feed sheep with grass,0,0
691,People usually watch movies in cinemas,People usually watch movies in hospitals,1,1
695,the first thing you do when you eat something is opening your mouth,the first thing you do when you eat something is closing your mouth,1,1
696,He is seventy years old so it is time for him to retire,He is thirty years old so it is time for him to retire,1,1
702,A church is a place where people sleep,A church is a place where people pray,0,0
703,paper can be made from wood,paper can be made from sand,1,1
705,an umbrella is for sheltering you from the wind,an umbrella is for sheltering you from the rain,0,0
707,most people look forward to a funeral someday,most people look forward to a wedding someday,0,0
709,pigs are mammals,birds are mammals,1,1
710,I wish I had bad luck,I wish I had good luck,0,0
715,the Vegetable salad is junk food,French fries are junk food,0,0
716,A boy is a male,A girl is a male,1,1
720,the moon is a satellite of the earth,the sun is a satellite of the earth,1,1
729,Our government is very credible so we distrust it very much,Our government is very credible so we trust it very much,0,0
730,These people are kind to me so I can trust him,These people are bad for me so I can trust him,1,1
731,He was so smart that he quickly understood the nature of the problem,He was so stupid that he quickly understood the nature of the problem,1,1
732,This restaurant is so popular that it is crowded every day,This restaurant is so unpopular that it is crowded every day,1,1
736,The law allows us to kill people,The law forbids us to kill people,0,0
737,A fox is a faithful companion,A dog is a faithful companion,0,0
741,You would listen to music because it is enjoyable,You would listen to music because it is torturing,1,1
742,People laugh when they are happy,People cry when they are happy,1,1
743,A easy job is stressful,A difficult job is stressful,0,0
744,I am a left-handed person so I write with my left hand,I am a left-handed person so I write with my right hand,1,1
748,I will travel at the work,I will travel during the holidays,0,0
750,Fisherman depend on fishing for their livelihood,Fisherman depend on farming for their livelihood,1,1
754,you will have a spouse If you get divorced,you will have a spouse If you get married,0,0
757,my mother asks me to listen carefully in class,my mother asks me to play cards in class,1,1
758,I drink milk every day to keep healthy,I drink beer every day to keep healthy,1,1
759,you need to fail the exam to get a certification,you need to pass the exam to get a certification,0,0
767,People respect him very much because he is a murderer,People respect him very much because he is a doctor,0,0
769,People can breathe in the water,People can breathe in the air,0,0
770,You can use leaves to feed to Sloths,You can use meat to feed to Sloths,1,1
774,the people in cities are usually richer than the people in the countryside,the people in cities are usually poorer than the people in the countryside,1,1
775,People usually Shed tears during exercising,People usually sweat during exercising,0,0
779,Most people can afford luxury goods,Most people can't afford luxury goods,0,0
780,We need airplanes to go to the moon,We need rockets to go to the moon,0,0
781,We can hear voices in the vacuum,We can't hear voices in the vacuum,0,0
782,People should throw banana peels in the garbage can,People should throw banana peels on the ground,1,1
785,teenagers shouldn't smoke,teenagers should smoke,1,1
788,People shouldn't believe what happens in their dreams,People should believe what happens in their dreams,1,1
789,Most countries need troops,Most countries don't need troops,1,1
791,we are usually prohibited smoking in Gas stations,we are usually allowed to smoke in Gas stations,1,1
792,People can't know what will happen in the future,People usually know what will happen in the future,1,1
793,People like mice,People hate mice,0,0
794,Shepherds usually like wolves,Shepherds usually hate wolves,0,0
799,We can use the ATM to get bank cards,We can use the ATM to save money,0,0
803,It's healthier to drink river water,It's healthier to drink boiled water,0,0
805,Keys are usually made of metal,Keys are usually made of plastic,1,1
806,When the house stinks we don't want to clean it,When the house stinks we want to clean it,0,0
809,In ordinary times we can't see the legendary dragon,In ordinary times we can see the legendary dragon,1,1
811,Many people go bald as they get older,Many people don't go bald as they get older,1,1
816,"When we want to look out the window, we open the curtains","When we want to look out the window, we close the curtains",1,1
817,When we want to log into a new website we have to register first,When we want to log into a new website it's not necessary to register,1,1
818,We feel tired after exercising for a long time,We feel energetic after exercising for a long time,1,1
819,people usually use water cup to retain meal,people usually use water cup to retain water,0,0
822,People can play on the highway,People can play on the playground,0,0
824,People can eat a lot of junk food,People can't eat a lot of junk food,0,0
825,People shouldn't pollute water resources,People should pollute water resources,1,1
826,Myopic people usually need glasses,Myopic people usually don't need glasses,1,1
831,People shouldn't eat a lot of sugar,People should eat a lot of sugar,1,1
833,humans are usually cautious of wild tigers,humans are usually casual to wild tigers,1,1
837,People can use computers in the shower,People can't use computers in the shower,0,0
838,humans usually eat with their mouths,humans usually don't eat with their mouths,1,1
842,People usually knock at the door before entering,People usually don't knock at the door before entering,1,1
845,I am so relaxed that I do not know what to say,I am so nervous that I do not know what to say,0,0
846,we are going to watch the sunset tomorrow so you need to get up early,we are going to watch the sunrise tomorrow so you need to get up early,0,0
849,I need water because I am hungry,I need water because I am thirsty,0,0
850,I love the play very much because it is wonderful,I love the play very much because it is terrible,1,1
853,Cosmetics can make me more ugly,Cosmetics can make me more beautiful,0,0
854,Basketball is spherical,Basketball is square,1,1
855,The monitor is a part of the computer,the mirror is a part of the computer,1,1
856,this novel is too thin to finish quickly,this novel is too thick to finish quickly,0,0
858,People can't talk loudly in hospitals,People can talk loudly in hospitals,1,1
859,You can't see the living dragon,You can see the living dragon,1,1
862,People shouldn't tell strangers the address of their families,People should tell strangers the address of their families,1,1
863,You can touch the software with your hands,You can't touch the software with your hands,0,0
865,People should correct their mistakes,People should ignore their mistakes,1,1
866,People usually see lightning on sunny days,People usually see lightning on rainy days,0,0
868,Doctors need to write papers,Doctors don't need to write papers,1,1
869,People usually drive tanks at sea,People usually drive tanks on land,0,0
875,Businessmen are usually rude to their guests,Businessmen are usually polite to their guests,0,0
876,I can pass the shopping mall easily because it is empty,I can pass the shopping mall easily because it is crowded,1,1
877,we cannot live without wine,we cannot live without water,0,0
882,People usually wear clothes when they take a bath,People usually wear nothing when they take a bath,0,0
885,People usually like gold,People hardly like gold,1,1
887,Wheat is of no use to human beings,Wheat is useful to human beings,0,0
889,Children should play with toys,Children should play with knives,1,1
891,People are usually upset when they fall down,People are usually happy when they fall down,1,1
892,People need to work on holidays,People need to work on weekdays,0,0
894,People usually don't need condiments while cooking,People usually don't need computers while cooking,0,0
896,People can usually see snow in the summer,People can usually see snow in the winter,0,0
898,People can open locked boxes directly,People can open unlocked boxes directly,0,0
899,It's easy for people to see their neighbors,It's hard for people to see their neighbors,1,1
902,People usually go to the gym for eating,People usually go to the gym for exercise,0,0
903,People usually go fishing in sand,People usually go fishing in water,0,0
905,People usually dry themselves with towels,People usually dry their bodies with plastic,1,1
906,We can use the cup to catch water,We can use the net to catch water,1,1
908,The Earth revolves around the sun,The Earth revolves around the moon,1,1
909,Beer contains water,Beer contains gasoline,1,1
912,the fruit is a kind of food,the stone is a kind of food,1,1
913,Models are usually very short,Models are usually very tall,0,0
914,Books are made of paper,Books are made of stones,1,1
915,my bag is full of chairs,my bag is full of books,0,0
916,the movie is so boring that I fall asleep,the movie is so interesting that I fall asleep,1,1
920,The soldiers were very patriotic and they attack their country,The soldiers were very patriotic and they defend their country,0,0
923,we need to be friendly to our enemies,we need to be friendly to our friends,0,0
924,it is hopeless for you to be admitted by the famous university because you are so outstanding,it is hopeful for you to be admitted by the famous university because you are so outstanding,0,0
927,most plants prefer to grow in the shadow,most plants prefer to grow in the sun,0,0
928,When the room is dark you want to turn on the light,When the room is very bright you want to turn on the light,1,1
935,Bricks can make walls,Papers can make walls,1,1
936,We can brush our teeth with toothpaste,We can brush our teeth with body wash,1,1
939,he drinks a cup of oil,he drinks a cup of coffee,0,0
940,she traveled to the Antarctic by air,she traveled to the Antarctic on foot,1,1
941,I love eating books,I love reading books,0,0
942,after dinner he prepared the dishes,after dinner he washed the dishes,0,0
944,he drank some hot water to cool down,he drank some cold water to cool down,0,0
946,she ate ice cream to relieve the thirst,she ate ice cream to relieve the pain,1,1
948,I love to drink soda of 20-year history,I love to drink wine of 20-year history,0,0
949,as for lunch he took some pills,as for lunch he took some buns,0,0
950,he brushed his teeth at home,he brushed his teeth at school,1,1
951,his family drives a car to go on a trip,his family drives a train to go on a trip,1,1
952,the desk is made of wood,the desk is made of wool,1,1
954,shoes made of artificial leather are expensive,shoes made of real leather are expensive,0,0
955,he came here yesterday,he came here tomorrow,1,1
