68,he breaks the iron board with a bare hand,he breaks the wooden board with a bare hand,0,1
69,supermarkets cut down prices for a year-end clearance,supermarkets rise prices for a year-end clearance,1,0
70,the farm is destroyed by a tomato,the farm is destroyed by a tornado,0,1
71,he is so famous that everybody has heard of him,he is so famous that nobody has heard of him,1,0
73,there are many aquatic plants in the pond,there are many trees in the pond,1,0
74,the moon is a planet of the solar system,the earth is a planet of the solar system,0,1
75,we stopped at the power plant because we needed gasoline,we stopped at the filling station because we needed gasoline,0,1
77,centigrade is a measure of acidity,centigrade is a measure of temperature,0,1
83,he opens the door with a lock,he opens the door with a key,0,1
84,a sea is a large body of salt water,a sea is a large body of sweet water,1,0
86,farmers are growing mushrooms under the sun,farmers are growing crops under the sun,0,1
87,Tom buys his girlfriend a bunch of roses on Valentine's Day,Tom buys his girlfriend a bunch of carnations on Valentine's Day,1,0
89,there are many fishes in the desert,there are many fishes in the sea,0,1
90,i fly to New York to see the Statue of Liberty,i fly to Paris to see the Statue of Liberty,1,0
93,the image of the cat seems to be reflected many times in the mirror,the image of the cat seems to be reflected many times in the glass,1,0
94,she goes traveling on holidays,she goes traveling on weekdays,1,0
95,laughter is a sign of joy,laughter is a sign of sorrow,1,0
96,Mary sits at the closet and begins reading,Mary sits at the desk and begins reading,0,1
97,Jim practices running on the playground every morning,Jim practices running on the bed every morning,1,0
99,he opens a storybook and begins to read,he opens a storybook and begins to cook,1,0
103,people usually work on Sundays,people usually rest on Sundays,0,1
105,he buys something to eat from the convenient store,he sells something to eat to the convenient store,1,0
106,he gives the driver a gift to thank him for a free ride,he killed the driver to thank him for a free ride,1,0
107,she feels ill and goes to see a doctor,she feels ill and goes to see a teacher,1,0
110,he is allergic to cats so he keeps a dog as a pet,he is allergic to cats so he keeps a cat as a pet,1,0
111,he runs faster than no one and wins the champion,he runs faster than everyone and wins the champion,0,1
115,people lived in houses made of wood in the past,people lived in houses made of wool in the past,1,0
116,it is sunny so they go camping,it is rainy so they go camping,1,0
117,the regular meeting is held at 2 o'clock in the morning,the regular meeting is held at 2 o'clock in the afternoon,0,1
119,i eat apples because of my illness,i take medicine because of my illness,0,1
120,he catches a subway train in a subway stop,he catches a subway train in a bus stop,1,0
123,he had his hair cut at the barber's,he had his hair cut at the butcher's,1,0
128,i spend a dollar to buy a diamond ring,i spend a thousand dollars to buy a diamond ring,0,1
130,children take music classes in the gym,children take music classes in the music room,0,1
137,Trump was Emperor of the USA in 2018,Trump was President of the USA in 2018,0,1
138,he puts the radio next to his mouth to hear more clearly,he puts the radio next to his ear to hear more clearly,0,1
139,he is fined for vandalizing cultural heritages,he is honored for vandalizing cultural heritages,1,0
141,they have to live in a mansion because of poverty,they have to live in a loft because of poverty,0,1
143,they get out of an air-raid shelter to avoid bombs,they go down to an air-raid shelter to avoid bombs,0,1
144,the Taj Mahal is made of white marbles,the Taj Mahal is made of white maples,1,0
145,they speak in English in order to communicate with each other,they speak in c++ in order to communicate with each other,1,0
146,Stephen William Hawking was a great actor,Stephen William Hawking was a great scientist,0,1
147,it is really painful for a mother to give birth to her baby,it is really painful for a father to give birth to his baby,1,0
149,i water my mp3 player two times a week,i charge my mp3 player two times a week,0,1
151,she wears glasses because of nearsightedness,she wears clothes because of nearsightedness,1,0
153,the doctor treats his patients carefully,the cook treats his patients carefully,1,0
157,a lemon tastes sour when it goes bad,milk tastes sour when it goes bad,0,1
161,people burnt ice for warmth th the past,people burnt coals for warmth in the past,0,1
163,she brings an umbrella because of the rain,she brings a scarf because of the rain,1,0
164,i will pick you up at the bus stop,i will pick you up on the CD disk,1,0
165,we had lunch together on March 33rd,we had lunch together on March 31st,0,1
166,he practices running on the playground every morning,he practices running on noodles every morning,1,0
168,he walks in from the wall,he walks in from the door,0,1
169,she rides a bike to work,she rides a chair to work,1,0
173,she washes her computer with warm water,she washes her clothes with warm water,0,1
174,i cut a piece of cloth with chopsticks,i cut a piece of cloth with scissors,0,1
175,Mary adds some detergent to her bread,Mary adds some butter to her bread,0,1
176,i am preparing for the trip tomorrow,i am preparing for the trip yesterday,1,0
178,i drink coke with a chopstick,i drink coke with a straw,0,1
180,she takes attractive selfies with her smartphone,she takes attractive selfies with her headphone,1,0
181,i buy a boyfriend for my sister,i buy a ring for my sister,0,1
182,His father got angry because he failed the math exam,His father got excited because he failed the math exam,1,0
183,I go to the museum to see paintings painted by famous artists,I go to the museum to get my clothes cleaned,1,0
184,Bob bought chocolate for his enemy on Valentine's Day,Bob bought chocolate for his girl friend on Valentine's Day,0,1
186,Mars is the most suitable homeland for human beings,Earth is the most suitable homeland for human beings,0,1
187,Harry jumps high to throw the basketball into the basket,Harry stoops down to throw the basketball into the basket,1,0
188,I'm thirsty so I drink freshwater,I'm thirsty so I drink seawater,1,0
189,Alice is running on a playground,Alice is running on the sea,1,0
190,Bob looks painful because he hurts his fingers,Bob looks delightful because he hurts his fingers,1,0
192,African lions enjoy eating grass,African lions enjoy eating meat,0,1
194,Bears stay in caves during hibernation,Bears stay underwater during hibernation,1,0
195,Alice go to the bathroom for repletion,Alice go to the bathroom for excretion,0,1
198,Frank goes to the bank to save people,Frank goes to the bank to save money,0,1
201,People get together to celebrate on Christmas Eve,People get together to fight on Christmas Eve,1,0
203,Harry feels grieved seeing his old friends,Harry feels pleased seeing his old friends,0,1
204,Gloria determines to lose weight so she eats less,Gloria determines to lose weight so she eats more,1,0
206,Danis put his clothes into the washing machine,Danis put his smartphone into the washing machine,1,0
207,Billy rides a horse to cross the bridge,Billy rides an ant to cross the bridge,1,0
208,Bell takes a raft rushing down the waterfall,Bell takes a raft rushing up the waterfall,1,0
209,George put a broom in his mouth to brush teeth,George put a toothbrush in his mouth to brush teeth,0,1
214,Frank had s stomachache so he drank more cold water,Frank had a stomachache so he drank more hot water,0,1
220,"When you smile at others, they will smile at you","When you smile at others, they will cry to you",1,0
221,"His favorite color is purple, the same color as the sky","His favorite color is blue, the same color as the sky",0,1
223,I dried my hair before using shampoo,I wet my hair before using shampoo,0,1
224,The man in black cured him with a bullet,The man in black killed him with a bullet,0,1
226,Elisa was terrified bitten by a snake,Elisa was terrified bitten by a book,1,0
232,She decided to eat more healthy foods like hamburgers,She decided to eat more healthy foods like vegetables,0,1
237,Gloria wears a hat on her head,Gloria wears a cat on her head,1,0
238,Harry went to the barbershop to have his hair cut,Harry went to the barbershop to have his glasses repaired,1,0
239,Reilly is sleeping on the couch,Reilly is sleeping on the window,1,0
242,Mark called his friends with his telephone,Mark called his friends with his pencil,1,0
244,Riko made a cup of banana milkshake with apples and milk,Riko made a cup of banana milkshake with bananas and milk,0,1
245,My mother was preparing breakfast when I woke up in the morning,My mother was preparing dinner when I woke up in the morning,1,0
249,She sharpened the pencil with a knife,She sharpened the pencil with an eraser,1,0
250,Being involved in a car accident can ease your life,Being involved in a car accident can ruin your life,0,1
255,Throwing stones at cats is treating them badly,Throwing stones at cats is treating them nicely,1,0
257,He saw a car floating at sea,He saw a ship floating at sea,0,1
260,My daughter needs bra after growing up,My son needs bra after growing up,1,0
261,I choked on water,I choked on rice,0,1
264,I slipped on a rock,I slipped on a banana peel,0,1
265,I study five days a week,I study eight days a week,1,0
269,I saw an egg walk on the road,I saw a chick walk on the road,0,1
272,now I plan to sleep so I take a coffee,now I plan to sleep so I go to bed,0,1
275,I want to have light food such as steaks,I want to have light food such as potatoes,0,1
276,I like swimming in the river,I like swimming in the hole,1,0
277,I want world peace,I want world war,1,0
280,patients are cured by nurses,patients are cured by doctors,0,1
282,we should eat more sugar to protect teeth,we should eat less sugar to protect teeth,0,1
285,we can skate on snow,we can skate on the ice,0,1
293,"On Mars, there have many countries","On Mars, there are no metropolitan areas",0,1
294,A student can learn how to read,A student can't learn his course,1,0
296,An owl can see on a dark night,A man can see on a dark night,1,0
297,It is always cold in January in the northern earth,It is always cold in July in the northern earth,1,0
302,Computers can eat food,Computers are powered by electricity,0,1
306,Soldiers will be punished for bravery,Soldiers can get medals for bravery,0,1
307,Families shouldn't visit relatives during the holidays,Families should visit relatives during the workdays,1,0
308,I can hold up a car,I can hold up a can of soda,0,1
309,Everyone is good-looking,Most people want to be good-looking,0,1
310,many vegetables grow on the cement,many vegetables grow on the ground,0,1
312,a Cord can be used for treatment,a Cord can be used for tying things together,0,1
313,You can take an airplane to visit England,You can take your airplane to visit Mars,1,0
314,A bus takes passengers from a bus stop,A bus takes passengers from the sea,1,0
315,Ireland is a country,Ireland is a planet,1,0
317,Oil comes from the air,Oil comes from the ground,0,1
322,I see a cat eating a fish,I see a sheep eating a fish,1,0
328,I will feel energetic after running,I will feel hungry after running,0,1
329,my friends play computer games in the gymnasium,my friends play soccer ball in the gymnasium,0,1
330,people feel pleasure while kissing,people feel sick while kissing,1,0
331,I don't like climbing because I fear of heights,I like climbing because I fear of heights,1,0
332,people usually eat ice cream in summer,people usually eat ice cream in winter,1,0
334,we can see white clouds and dark clouds in the air,we can only see white clouds in the air,1,0
336,people usually use wood to put out a fire,people usually use water to put out a fire,0,1
339,people can play the violin without learning,people can play the violin after learning the violin,0,1
340,no one can learn from books,people can learn something from books,0,1
341,most of the leaves are red,most of the leaves are green,0,1
342,I will celebrate the failure of the game,I will celebrate the victory of the game,0,1
343,I will have a trip to a police office,I will have a trip to a theme park,0,1
349,I saw a round pizza.,I saw a square pizza.,1,0
351,I have free access to some museums with tickets,I have free access to all museums without tickets,1,0
356,dogs are animals,a stone is an animal,1,0
358,dogs like eating meat,Dogs like eating grass,1,0
360,I will cry if my family is dead,I will laugh if my family is dead,1,0
369,I saw a fish breathing in the water.,I saw a man breathing in the water.,1,0
370,He lay under the apple tree.,He lay under the watermelon tree,1,0
372,My blood type is the same as some people.,My blood type is the same as everyone.,1,0
376,I have a light bulb emitting black light.,I have a light bulb emitting red light,0,1
377,some people teach monkey acrobatics,some monkeys teach human acrobatics,1,0
379,If you want to make people laugh then you can tell a joke,If you want to make people laugh then you can hit them,1,0
380,I use the refrigerator to keep food.,I use the refrigerator to cook food.,1,0
382,He put the stone in his hand.,He put the fire in his hand.,1,0
385,If you want to walk on the street then you should have money,If you want to go to a restaurant then you should have money,0,1
387,Ennui would make you want to see a film,Ennui would make you become happy,1,0
388,Something you find at a house is a fighter plane,Something you find at a military base is a fighter plane,0,1
389,A baby can fix a computer,an adult can fix a computer,0,1
390,Accidents can happen anywhere,Accidents are a good thing,1,0
391,blind people can watch nothing,Blind people can watch the TV,1,0
393,Batteries can power a lantern forever,Batteries can power a lantern,0,1
394,A drought happens when insufficient rain falls,A drought happens when excessive rain falls,1,0
395,If you want to have a haircut then you should go to a library,If you want to have a haircut then you should go to a hair salon,0,1
397,The effect of attending a classical concert is falling asleep,The effect of attending a classical concert is impetuous,1,0
399,Something you find in the home is actors,Something you find at a movie is actors,0,1
400,Going on strike is for winning concessions from employers,Going on strike is for having fun,1,0
403,Something you find in downtown is a volcano,Something you find in downtown is a police station,0,1
404,His hair is getting shorter after a haircut,His hair is getting longer after a haircut,1,0
406,taking a walk is good for health in general,taking a walk is harmful to health in general,1,0
407,People usually eat fresh bread,People usually eat moldy bread,1,0
408,People can make friends in clubs,People can't make friends in clubs,1,0
409,He is a thrifty man and he often wastes food,He is a wasteful man and he often wastes food,0,1
414,many people will die in war,No one will die in war,1,0
415,he is healthy and always takes medicine,he is ill and always take medicine,0,1
421,He is younger than his father,He is older than his father,1,0
423,People can go back to where they are after they circle the earth,People can't go back to where they are after they circle the earth,1,0
425,most fishes can swim,most cats can swim,1,0
427,We will get pins and needles from sitting or standing for long periods of time,We will feel relaxed from sitting or standing for long periods of time,1,0
428,Cats and mice are good friends,Cats like to catch mice,0,1
429,The sea is salty and bitter,The sea is sweet,1,0
431,Flowers have only one color,Flowers have many colors,0,1
432,Hail comes in the warm season,Hail comes in winter,1,0
433,A man with a big head must be clever,A man with a big head is not necessarily clever,0,1
440,Ears can smell,Ears can hear sounds,0,1
441,the Football is played by hand,the Basketball is played by hand,0,1
442,Dinner should be around one o'clock,Lunch should be around twelve o'clock,0,1
444,eating fruits is good for health,eating fruits is bad for health,1,0
447,"it is rainy, so we can play football outside","it is sunny, so we can play football outside",0,1
448,students have to take notes in class,students have to copy homework in class,1,0
449,Tokyo is in China,Tokyo is in Japan,0,1
454,I take a television to school every day,I take a mobile phone to school every day,0,1
455,"the bag is too weighty, so I cannot hold it","the bag is too light, so I cannot hold it",0,1
456,I am ill so I need to see an actor,I am ill so I need to see a doctor,0,1
458,I finished my work late last night so I am energetic now,I finished my work early last night so I am energetic now,0,1
459,it is summer so I need to put on more clothes,it is winter so I need to put on more clothes,0,1
462,the food tastes awful so I want to eat it again,the food tastes good so I want to eat it again,0,1
463,most grasses are green,most grasses are black,1,0
464,we meet snakes in the forest,we meet whales in the forest,1,0
465,he put out the fire with oil,he put out the fire with water,0,1
468,we take photos of snowflakes in winter,we take photos of willow catkins in winter,1,0
470,they feel colder after the snow,They feel warmer after the snow,1,0
472,my family fly kites on sunny days,my family fly kites on rainy days,1,0
473,An ant knocked down a tree,A car knocked down a tree,0,1
474,they search penguins in the Arctic,they search polar bears in the Arctic,0,1
476,the cat caught a mouse,the cat caught a tiger,1,0
480,wheat grows in the ocean,wheat grows in the land,0,1
481,he saw seven colors when the rainbow appears,he saw eight colors when the rainbow appears,1,0
482,thirst would make you want to sleep,thirst would make you want to drink water,0,1
483,People usually grow grey hair when old,People can grow black hair all the time,1,0
485,Close relatives are not usually allowed to marry,close relatives can marry,1,0
489,Many insects have a sense of smell,All insects have no sense of smell,1,0
491,The turtle usually lives very short,The turtle usually lives a long time,0,1
492,The leaves of many trees fall in autumn,Leaves grow on trees forever,1,0
493,Bones are soft,Bones are hard,0,1
494,the Fire has many colors,the Fire has only one color,1,0
495,Silverware is good for food,Silverware is bad for food,1,0
499,Human tears are generally sweet,Human tears are usually salty,0,1
501,The audiences of concerts are usually quiet,The audiences of concerts are usually noisy,1,0
502,wild geese fly south in winter In the northern hemisphere,wild geese fly north in winter In the northern hemisphere,1,0
503,"In nature, the leaves of all plants are oval","In nature, there aren't plants with square leaves",0,1
504,There may be a rainbow after the rain,There may be more polluted after the rain,1,0
506,Cloth bags can hold water,Cloth bags can hold money,0,1
507,when it snows it isn't cold,when it snows it is cold,0,1
510,a car is a kind of motor vehicle,a car is a kind of animal,1,0
513,Christmas is the twelfth month of the year,Christmas is the thirteenth month of the year,1,0
516,parents love their kids,parents hate their kids,1,0
517,If you want to sleep you need to go to bathroom,If you want to sleep you need to go to bedroom,0,1
519,I love music so I play the piano every day,I love music so I play basketball every day,1,0
521,nurses teach students,teachers teach students,0,1
522,My grandmother is so kind that everyone likes her,My grandmother is so mean that everyone likes her,1,0
524,an eraser can be used to write on paper,a pen can be used to write on paper,0,1
527,Ordinary cars have four wheels,Ordinary cars have no wheels,1,0
528,Ears are for listening,Ears are for seeing,1,0
530,The words are so big that I cannot read them clearly,The words are so small that I cannot read them clearly,0,1
532,I ran so fast that I won the championship,I ran so slowly that I won the championship,1,0
534,I like mathematics so I majored in mathematics,I like art so I majored in mathematics,1,0
539,a rabbit can eat a frog,a rabbit can eat a carrot,0,1
542,it's possible to Ski in Russia,it's possible to ski in sahara,1,0
543,Smuggling drugs is a nasty business,Smuggling drugs will be commended,1,0
545,It costs very little to buy gold,It costs a lot of money to buy gold,0,1
546,If you want to sew then you should get a gun,If you want to sew then you should get a needle,0,1
549,People can live without food for a long time,People need to eat enough food to live,0,1
550,The clothes will be clean after being washed,The clothes will be dirty after being washed,1,0
551,we can just wait for their self-healing after we break our legs,We usually go to the hospital after we break our legs,0,1
553,a Dog usually bite strangers when it sees them,a Dog usually bite acquaintances when it sees them,1,0
554,Ripe apples are hot,Ripe apples are sweet,0,1
562,I opened the wardrobe to illuminate the room,I turn on the light to illuminate the room,0,1
565,Dogs can eat chocolate,Dogs can eat meat,0,1
566,We can know the time through the watch,We can't know the time through the watch,1,0
569,People usually can't smell the fragrance of jasmine,People usually can't smell the fragrance of grass,0,1
575,Most people are afraid of snakes,Most people like snakes,1,0
576,I have the same name as him,I have the same fingerprints as him,1,0
578,People can't find others lying,People can find others lying sometimes,0,1
579,A dermatologist can cure skin disease,A dermatologist can cure heart disease,1,0
582,People often eat in the toilet,People often eat in restaurants,0,1
585,We put the clothes in the washing machine,We put food in the washing machine,1,0
587,We can work seven days a week,We can work eight days a week,1,0
591,Burning garbage makes the environment better,Burning garbage makes the environment worse,0,1
593,the diabetic cannot eat candy at will,the Diabetic can eat candy at will,1,0
594,"If people have something urgent to go to a place, they usually walk",If people have something urgent to go to a place they usually take a plane,0,1
597,Trees can have no bark,A tree cannot live without its bark,0,1
599,the sun won't stay on all day,the sun will stay on all day,1,0
600,Most people don't like mice,Most people like mice,1,0
608,We can observe a star with a telescope,We can observe a star with a microscope,1,0
611,Mars is not habitable,Mars is suitable for human survival,1,0
614,Germinated sweet potatoes cannot be eaten,Germinated sweet potatoes can be eaten,1,0
616,Some trees do not fall leaves in autumn,All trees lose their leaves in autumn.,1,0
619,the Heartbeat is faster in children than in adults normally,the Heartbeat is slower in children than in adults normally,1,0
620,a baton is used for playing music,a flute is used for playing music,0,1
622,Clouds come in all kinds of colors,Clouds have no color,1,0
624,I go to work to earn money,I go to work to earn time,1,0
626,People think more efficiently in noisy environments,People think more efficiently in quiet environments,0,1
629,A bed is a comfortable place to sleep,A table is a comfortable place to sleep,1,0
631,winners can get prizes,losers can get prizes,1,0
632,smoking is good,smoking is bad,0,1
634,air is free,air is charged,1,0
635,the bike is an old invention,the bike is a new invention,1,0
636,There is ink in the pen so we can write,There is water in the pen so we can write,1,0
639,many people can feel that death is the start of life,many people can feel that death is the end of life,0,1
640,A pig is an animal,An apple is an animal,1,0
641,television is a device you use to contact people,A telephone is a device you use to contact people,0,1
642,you would buy French fries because they are healthy for you to eat,you would buy fresh fruits because they are healthy for you to eat,0,1
643,a person wants to buy ugly things,a person wants to buy nice things,0,1
645,a ruler can be used to cut things,a knife can be used to cut things,0,1
649,car engines can use oil,car engines can use air,1,0
652,Wallets can be used to put computers.,Wallets can be used to put money.,0,1
653,College is usually free,College usually requires tuition fees,0,1
657,People usually drink white milk,People usually drink black milk,1,0
658,We can see dinosaurs playing with people,We can see dogs playing with people,0,1
660,We can write on paper with a pen,We can write on paper with an eraser,1,0
661,Children usually like toys,Adults usually like toys,1,0
664,Those who break the law will be rewarded,Those who break the law will be punished,0,1
666,A room with windows is usually dark at day,A room with windows is usually lighter at day,0,1
667,Most modern houses are made of concrete,Most modern houses are made of wood,1,0
668,People should wear seatbelts when driving,People can't wear seatbelts when driving,1,0
669,People are usually afraid of sharks,People usually like sharks,1,0
670,Alarm clocks usually help people fall asleep,Alarm clocks usually help people get up,0,1
672,Thieves are glad of seeing the police,Thieves are afraid of seeing the police,0,1
673,"He wore a ring on his ring finger, but he was single",He wore a ring on his ring finger and he was married,0,1
675,People can drink seawater when they are thirsty,People can drink water when they are thirsty,0,1
676,People use electric fans when they are hot,People use electric fans when they are cold,1,0
677,Tourists usually take cameras with them,Tourists will not take cameras with them,1,0
678,Students should be indulged in games,Students may be indulged in games,0,1
680,Diamonds can't cut glass,Diamonds can cut glass,0,1
682,People usually use sunscreen in the sun,People usually use sunscreen at night,1,0
683,It's easy for people to find gems,It's hard for people to find gems,0,1
684,You can't ask the stewardess for help while flying,You can ask the stewardess for help while flying,0,1
686,Most people hate cats,Most people like cats,0,1
690,People shouldn't add gasoline to cars,People can add gasoline to cars,0,1
692,spending money is to get happiness,spending money is to get sadness,1,0
693,Tulip is my favorite flower,Willow is my favorite flower,1,0
694,This area is dangerous so you have to be careful,This area is dangerous so you have to be careless,1,0
697,paper can be used to make musical instruments,metal can be used to make musical instruments,0,1
698,musical instruments can be used to play baseball,musical instruments can be used to perform music,0,1
699,What you see in the room is a cat,What you see in the room is a giraffe,1,0
700,Tokyo is one of the largest countries in the world,China is one of the largest countries in the world,0,1
701,We usually press the button of elevators with our toes,We usually press the button of elevators with our fingers,0,1
704,If you want to see then you should open your mouth,If you want to see then you should open your eyes,0,1
706,People celebrate on the day of death,People celebrate on the day of birth,0,1
708,Tigers are very common pets,Dogs are very common pets,0,1
711,His house is in the rich area so it is very expensive,His house is in the rich area so it is very cheap,1,0
712,You are likely to find a fish around in a river,You are likely to find a fish around in the sky,1,0
713,You would go for a run because you feel energetic,You would go for a run because you feel tired,1,0
714,your fingers are part of your face,your nose is part of your face,0,1
717,You would go on a study because you need a break,You would go on a vacation because you need a break,0,1
718,He was drunk yesterday so he forgot what had happened,He was sober yesterday so he forgot what had happened,1,0
719,water can become ice when it freezes,water can become steam when it freezes,1,0
721,The land is very fertile so the grain grows very well,The land is very barren so the grain grows very well,1,0
722,The arctic areas are very cold,The Equatorial areas are very cold,1,0
723,The desk is for sleeping on,The desk is for working with,0,1
724,I am full so I want to eat right away,I am hungry so I want to eat right away,0,1
725,Somebody is sleeping so we should keep voice up,Somebody is sleeping so we should keep voice down,0,1
726,people want to have rude neighbors,people want to have friendly neighbors,0,1
727,the rich have a lot of money,the poor have a lot of money,1,0
728,We should wear formal clothes at work,We should wear formal clothes at home,1,0
733,You are likely to find a mouse around in any room of the house,You are likely to find a cow around in any room of the house,1,0
734,science fiction is not real,Autobiography is not real,1,0
735,Gloves can protect the head,hats can protect the head,0,1
738,Drinking too much water can make people drunk,Drinking too much wine can make people drunk,0,1
739,people want a dirty bathroom,people want a clean bathroom,0,1
740,I am five years old so I am very old,I am one hundred years old so I am very old,0,1
745,My friend broke up with his girlfriend so I should comfort him,My friend broke up with his girlfriend so I should ridicule him,1,0
746,Something you need to do before you go to bed is turning on the lights,Something you need to do before you go to bed is turning off the lights,0,1
747,We will be punished for obeying the rules,We will be punished for breaking the rules,0,1
749,We cut meat with a ruler,We cut meat with a knife,0,1
751,People are in danger when an earthquake happens,People are safe when an earthquake happens,1,0
752,We should stay away from volcanoes,We should be close to volcanoes,1,0
753,We need to protect the environment,We need to pollute the environment,1,0
755,we need to keep noisy in the museum,we need to keep quiet in the museum,0,1
756,I went to the library to borrow books,I went to the restaurant to borrow books,1,0
760,we are good friends so we abuse each other,we are good friends so we help each other,0,1
761,elephants are quite little animals,Mice are quite little animals,0,1
762,Children need to stay away from Alcohol,Children need to stay away from books,1,0
763,traveling the world will broaden your horizon,traveling the world will narrow your horizon,1,0
764,We play football in the stadium,We play football in my bedroom,1,0
765,There are many guests in this restaurant because of its perfect food,There are few guests in this restaurant because of its perfect food,1,0
766,We should stand in line when there is a queue,We should cut in line when there is a queue,1,0
768,Time is abstract,Time is specific,1,0
771,he became one of my best friends because he is sincere,he became one of my best friends because he is hypocritical,1,0
772,it is useful to read books every day,it is useless to read books every day,1,0
773,I am good at swimming because I have always live by the sea,I am good at swimming because I have always live in the desert,1,0
776,People usually enter houses through doors,People usually enter houses through windows,1,0
777,People usually sleep in quiet places,People usually sleep in noisy places,1,0
778,You can see many people live in the water,You can see many people live on land,0,1
783,People usually use electrical appliances with dry hands,People usually use electrical appliances with wet hands,1,0
784,People can't use plants to make paper,People usually use plants to make paper,0,1
786,people usually ask a waiter to cook,people usually ask a chef to cook,0,1
787,Bees usually live in places with few flowers,Bees usually live in places with plenty of flowers,0,1
790,Pianists usually have inflexible fingers,Pianists usually have very flexible fingers,0,1
795,People living in the desert usually save water,People living in the desert often waste water,1,0
797,Materialists believe in the existence of Jesus,Materialists don't believe in the existence of Jesus,0,1
800,Software development requires money,Software development doesn't cost money,1,0
802,We wear fewer clothes when the weather gets warmer,We wear more clothes when the weather gets warmer,1,0
807,Milk can be drunk at room temperature for a month after being opened,Milk must be discarded at room temperature for a month after being opened,0,1
808,In order to protect the trees we should refuse to cut them down,In order to protect the trees we should use less disposable paper towels,1,0
812,"When we're laughing, we're generally happy","When we're laughing, we are usually sad",1,0
813,The CPU is usually the core of a computer,The mouse is usually the core of a computer,1,0
820,The doctor usually goes to the hospital because they are sick,The patient usually goes to the hospital because they are sick,0,1
821,When people encounter robbers they will call the police,When people encounter robbers they will call ambulances,1,0
823,People can't ask a guide for help when they travel,People can ask a guide for help when they travel,0,1
828,People usually run without shoes,People usually run with shoes,0,1
829,People usually wear clothes made of wood,People usually wear clothes made of cotton,0,1
830,People can send letters with pigeons,People can't send letters with pigeons,1,0
832,it's easy for people without hearts to survive,it's hard for people without hearts to survive,0,1
834,Snakes usually eat mice or birds,Snakes usually eat elephants,1,0
836,humans usually breathe with their noses,humans breathe only with their noses,1,0
840,People shouldn't feed monkeys bananas,People usually feed monkeys bananas,0,1
841,People usually wear sunglasses on sunny days,People usually wear sunglasses on rainy days,1,0
843,People usually grab crab forceps,People usually grab the crab's back,0,1
844,Grass usually grows in spring,Grass usually grows in winter,1,0
847,a chair can be used to sit,a chair can be used to lie,1,0
848,doing housework is a good way to entertain ourselves,watching movies is a good way to entertain ourselves,0,1
851,this company makes a lot of money because of its outdated equipment,this company makes a lot of money because of its advanced equipment,0,1
852,there are many kinds of plants in Antarctica,there are many kinds of plants in Africa,0,1
857,People can make up in the bathroom,People can't make up in the bathroom,1,0
860,Soldiers are usually very strong,Soldiers are usually very weak,1,0
861,People shouldn't drink tea,People should drink tea,0,1
864,You can save drowning people if you can swim,You can save drowning people if you can't swim,1,0
867,People go to school for studying,People go to school for sleeping,1,0
