196,I went underwater and held my breath,I went underwater and took a deep breath,1,1
199,Jack can read books before learning basic words,Jack can read books after learning basic words,0,0
208,Bell takes a raft rushing down the waterfall,Bell takes a raft rushing up the waterfall,1,1
213,Fitz uses a pen to open the lock,Fitz uses a key to open the lock,0,0
214,Frank had s stomachache so he drank more cold water,Frank had a stomachache so he drank more hot water,0,0
217,Carter opened the window of the airplane to get some fresh air,Carter opened the ventilator of the airplane to get some fresh air,0,0
218,"On my birthday, we lighted up birthday candles for celebration","On my birthday, we lighted up birthday cakes for celebration",1,1
221,"His favorite color is purple, the same color as the sky","His favorite color is blue, the same color as the sky",0,0
223,I dried my hair before using shampoo,I wet my hair before using shampoo,0,0
225,She boiled the egg and the egg turned into liquid,She boiled the egg and the egg turned into solid,0,0
234,Chloe got distracted when she was bored,Chloe got concentrated when she was bored,1,1
235,He got a cold and coughed from time to time,He got a cold and laughed from time to time,1,1
236,Mark ate a big bitter cherry pie,Mark ate a big sweet cherry pie,0,0
241,Eric stalled for a while so we ended up late,Eric stalled for a while so we ended up early,1,1
246,Mike drank too much wine so he feels sleepy now,Mike drank too much wine so he feels sober now,1,1
250,Being involved in a car accident can ease your life,Being involved in a car accident can ruin your life,0,0
251,It is dark outside because it is ten am,It is dark outside because it is one am,0,0
255,Throwing stones at cats is treating them badly,Throwing stones at cats is treating them nicely,1,1
256,Society demands reward for criminals,Society demands penalty for criminals,0,0
259,I should take off my trousers when swimming,I should take off my underpants when swimming,1,1
261,I choked on water,I choked on rice,0,0
266,I see a student chatting with my son,I see a mute chatting with my son,1,1
267,a deaf person took part in a concert,an elegant woman took part in a concert,0,0
275,I want to have light food such as steaks,I want to have light food such as potatoes,0,0
279,I like his toy so I can grab it,I like his toy but I can't grab it,0,0
280,patients are cured by nurses,patients are cured by doctors,0,0
283,we should take the ice when we catch a cold,we should take medicine when we catch a cold,0,0
287,mobile phones don't need charging,mobile phones need charging,0,0
291,we have a snowball fight in winter,we have an ice ball fight in winter,1,1
293,"On Mars, there have many countries","On Mars, there are no metropolitan areas",0,0
294,A student can learn how to read,A student can't learn his course,1,1
296,An owl can see on a dark night,A man can see on a dark night,1,1
297,It is always cold in January in the northern earth,It is always cold in July in the northern earth,1,1
298,"To get a service or good, you don't have to pay money","To get a service or good, you should pay money",0,0
304,People are able to cheat,people are only able to be honest,1,1
309,Everyone is good-looking,Most people want to be good-looking,0,0
310,many vegetables grow on the cement,many vegetables grow on the ground,0,0
311,A puzzle can be solved easily,A puzzle is a challenge,0,0
